registrant_name,times_lobbied,avg_amount,total_amout,start_year,end_year,unique_years,policy_issue
SOLAR ENERGY INDUSTRIES ASSOCIATION,58,293684.1624137931,17033681.42,2010,2021,12,renewable_energy
SOLARCITY,8,97500,780000,2010,2014,3,renewable_energy
"SOLYNDRA, INC.",2,215000,430000,2010,2011,2,renewable_energy
SOUTHERN COMPANY,13,2673846.153846154,34760000,2010,2021,5,renewable_energy
SOUTHERN ENVIRONMENTAL LAW CENTER,16,33308.5925,532937.48,2012,2018,4,renewable_energy
SPECIALTY EQUIPMENT MARKET ASSOCIATION,26,141538.46153846153,3680000,2011,2020,7,renewable_energy
"SPECTRUM CONSULTING GROUP, LLC",4,0,0,2011,2011,1,renewable_energy
SPIRIT ROCK CONSULTING,16,0,0,2011,2014,4,renewable_energy
SQUIRE PATTON BOGGS,92,0,0,2009,2021,12,renewable_energy
STANTON PARK GROUP,1,0,0,2014,2014,1,renewable_energy
STATE FEDERAL STRATEGIES,12,0,0,2020,2021,2,renewable_energy
STEPTOE & JOHNSON LLP,15,0,0,2019,2021,3,renewable_energy
STRATEGIC MARKETING INNOVATIONS,142,0,0,2010,2021,12,renewable_energy
"STRATEGIC PARTNERS, INC.",11,0,0,2012,2014,3,renewable_energy
STRATEGIES 360,12,0,0,2010,2013,4,renewable_energy
"STUNTZ DAVIS & STAFFIER, P.C.",7,0,0,2010,2014,4,renewable_energy
SUBJECT MATTER (FKA ELMENDORF RYAN),20,0,0,2012,2021,5,renewable_energy
SUMITOMO CORPORATION OF AMERICAS,1,0,0,2018,2018,1,renewable_energy
SUNRISE MOVEMENT,2,9250,18500,2021,2021,1,renewable_energy
SUNRUN INC.,6,110833.33333333333,665000,2019,2021,3,renewable_energy
SUSTAINABLE STRATEGIES DC,25,0,0,2011,2014,4,renewable_energy
SWINERTON BUILDERS,4,122500,490000,2020,2021,2,renewable_energy
SYRACUSE UNIVERSITY,1,60000,60000,2011,2011,1,renewable_energy
TAXPAYERS FOR COMMON SENSE,8,0,0,2010,2012,3,renewable_energy
"TECHVENTURES, INC.",29,0,0,2010,2021,9,renewable_energy
"TECO ENERGY, INC.",4,182746.75,730987,2010,2021,2,renewable_energy
"TENNESSEE VALLEY PUBLIC POWER ASSOCIATION, INC. (TVPPA)",1,50000,50000,2014,2014,1,renewable_energy
TESLA INC.,2,150000,300000,2019,2019,1,renewable_energy
TEXAS CATTLE FEEDERS ASSOCIATION,19,40000,760000,2010,2015,6,renewable_energy
TEXAS FARM BUREAU,5,230000,1150000,2014,2017,2,renewable_energy
THE ADVOCACY GROUP,7,0,0,2010,2012,3,renewable_energy
THE AES CORPORATION,6,143333.33333333334,860000,2020,2021,2,renewable_energy
THE AMERICAN COUNCIL OF ENGINEERING COMPANIES,41,758209.2597560976,31086579.65,2011,2020,10,renewable_energy
THE AMERICAN INSTITUTE OF ARCHITECTS,1,220000,220000,2020,2020,1,renewable_energy
THE AMERICAN LEGION,2,15000,30000,2014,2014,1,renewable_energy
THE BLACKOAK GROUP FORMERLY KNOW AS JOHN COLLISON,1,0,0,2021,2021,1,renewable_energy
THE BRIGHTUP GROUP LLC,9,0,0,2021,2021,1,renewable_energy
"THE CHARLES GROUP, LLC",1,0,0,2010,2010,1,renewable_energy
THE CHEMOURS COMPANY,3,236666.66666666666,710000,2021,2021,1,renewable_energy
THE CONSILIO GROUP,1,0,0,2016,2016,1,renewable_energy
"THE CORMAC GROUP, LLC",2,0,0,2020,2021,2,renewable_energy
THE CRANE GROUP INC,2,0,0,2010,2011,2,renewable_energy
"THE DOW CHEMICAL COMPANY, DBA DOW",30,2467532.7333333334,74025982,2010,2016,7,renewable_energy
THE DUBERSTEIN GROUP INC.,1,0,0,2013,2013,1,renewable_energy
THE ENGAGING COMPANY,1,0,0,2012,2012,1,renewable_energy
"THE FEDERAL GROUP, INC.",3,0,0,2016,2016,1,renewable_energy
"THE FERGUSON GROUP, LLC",129,0,0,2008,2021,13,renewable_energy
"THE FREIMUTH GROUP, LLC",9,0,0,2010,2012,3,renewable_energy
THE GARRISON GROUP LLC,33,0,0,2010,2014,5,renewable_energy
THE INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,2,38408.875,76817.75,2013,2019,2,renewable_energy
"THE LIVINGSTON GROUP, LLC",8,0,0,2010,2013,4,renewable_energy
"THE MAJORITY GROUP, LLC",3,0,0,2011,2012,2,renewable_energy
THE MOSAIC COMPANY,1,60000,60000,2016,2016,1,renewable_energy
THE NATIONAL GRANGE OF THE ORDER OF PATRONS OF HUSBANDRY,7,10000,70000,2010,2012,3,renewable_energy
THE NATURE CONSERVANCY,32,353750,11320000,2010,2021,10,renewable_energy
"THE NICKLES GROUP, LLC",15,0,0,2013,2021,5,renewable_energy
"THE NORMANDY GROUP, LLC",3,0,0,2011,2012,2,renewable_energy
"THE OB-C GROUP, LLC",18,0,0,2009,2014,6,renewable_energy
THE POTOMAC ALLIANCE,7,0,0,2011,2012,2,renewable_energy
THE PRENDA GROUP LLC,3,0,0,2021,2021,1,renewable_energy
THE ROOSEVELT GROUP,1,0,0,2012,2012,1,renewable_energy
"THE ROSE COMPANY, LLC",95,0,0,2014,2019,6,renewable_energy
"THE RUSSELL GROUP, INC.",4,0,0,2011,2011,1,renewable_energy
THE SAME PAGE,6,0,0,2010,2011,2,renewable_energy
"THE SMITH-FREE GROUP, LLC",1,0,0,2012,2012,1,renewable_energy
THE TIMKEN COMPANY,16,95012.8125,1520205,2010,2014,5,renewable_energy
THE TRUST FOR PUBLIC LAND,5,19950.4,99752,2019,2020,2,renewable_energy
THE TRUSTEES OF PURDUE UNIVERSITY,8,106250,850000,2010,2012,3,renewable_energy
THE UNION OF CONCERNED SCIENTISTS,6,96720.79000000001,580324.74,2010,2012,3,renewable_energy
THE UNIVERSITY OF NORTH CAROLINA SYSTEM,5,116811.684,584058.42,2010,2011,2,renewable_energy
THE UNIVERSITY OF TENNESSEE,41,27560.975609756097,1130000,2010,2021,11,renewable_energy
THE UNIVERSITY OF TEXAS AT AUSTIN,1,100000,100000,2021,2021,1,renewable_energy
THE UNIVERSITY OF TEXAS SYSTEM,4,211250,845000,2010,2010,1,renewable_energy
THE WASHINGTON TAX & PUBLIC POLICY GROUP (FORMERLY THE WASHINGTON TAX GROUP),3,0,0,2017,2020,3,renewable_energy
THE WESSEL GROUP INCORPORATED,37,0,0,2010,2019,10,renewable_energy
THE WIGGLESWORTH COMPANY (TERESA N. WIGGLESWORTH),3,0,0,2010,2011,2,renewable_energy
THE WILDERNESS SOCIETY,39,91297.43589743589,3560600,2010,2020,11,renewable_energy
THEODORE ROOSEVELT CONSERVATION PARTNERSHIP,8,45000,360000,2019,2020,2,renewable_energy
"THINKP3, LLC",1,0,0,2019,2019,1,renewable_energy
"THOMAS WALTERS & ASSOCIATES, INC.",17,0,0,2015,2020,5,renewable_energy
THORN RUN PARTNERS,15,0,0,2014,2021,4,renewable_energy
TIBER CREEK GROUP,9,0,0,2021,2021,1,renewable_energy
TOWER 19,4,0,0,2019,2020,2,renewable_energy
TREATED WOOD COUNCIL,2,0,0,2011,2012,2,renewable_energy
"TREFOIL SOLUTIONS, INC",3,0,0,2011,2011,1,renewable_energy
"TRI-STATE GENERATION AND TRANSMISSION ASSOCIATION, INC.",12,72416.66666666667,869000,2011,2021,4,renewable_energy
TROUT UNLIMITED,39,63974.35897435898,2495000,2011,2021,11,renewable_energy
"TROUTMAN PEPPER HAMILTON SANDERS, LLP",4,0,0,2010,2011,2,renewable_energy
TURNER GOVERNMENT & PUBLIC AFFAIRS,3,0,0,2011,2012,2,renewable_energy
"TURNER POLLARD STRATEGIES, LLC",1,0,0,2010,2010,1,renewable_energy
U.S. GOVERNMENT RELATIONS INTL.,5,0,0,2015,2017,2,renewable_energy
U.S. GREEN BUILDING COUNCIL,3,71666.66666666667,215000,2010,2011,2,renewable_energy
UNION PACIFIC CORPORATION,9,1486372.2222222222,13377350,2009,2010,2,renewable_energy
UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA,1,240000,240000,2021,2021,1,renewable_energy
"UNITED STEEL, PAPER & FORESTRY, RUBBER, MANUFACTURING, ENERGY",2,170000,340000,2012,2013,2,renewable_energy
UNIVERSITY OF ALASKA,2,14500,29000,2010,2010,1,renewable_energy
UNIVERSITY OF CALIFORNIA,12,203166.66666666666,2438000,2010,2016,5,renewable_energy
UNIVERSITY OF CENTRAL FLORIDA,1,20000,20000,2011,2011,1,renewable_energy
UNIVERSITY OF COLORADO,9,162353.03,1461177.27,2010,2016,5,renewable_energy
UNIVERSITY OF ILLINOIS,3,123333.33333333333,370000,2013,2014,2,renewable_energy
UNIVERSITY OF NEW HAMPSHIRE,3,33333.333333333336,100000,2013,2017,3,renewable_energy
UNIVERSITY OF NORTHERN IOWA,33,50000,1650000,2008,2015,8,renewable_energy
UNIVERSITY OF OREGON,2,40000,80000,2013,2013,1,renewable_energy
UNIVERSITY OF ROCHESTER,44,76136.36363636363,3350000,2010,2021,12,renewable_energy
UNIVERSITY OF SOUTHERN CALIFORNIA,2,120000,240000,2014,2016,2,renewable_energy
UNIVERSITY OF WASHINGTON,2,110000,220000,2011,2011,1,renewable_energy
"VAN HEUVELEN STRATEGIES, LLC",16,0,0,2010,2021,4,renewable_energy
"VAN NESS FELDMAN, LLP",27,0,0,2010,2021,8,renewable_energy
VAN SCOYOC ASSOCIATES,40,0,0,2010,2015,6,renewable_energy
VENABLE LLP,1,0,0,2010,2010,1,renewable_energy
"VESTAS-AMERICAN WIND TECHNOLOGY, INC.",18,85555.55555555556,1540000,2010,2020,6,renewable_energy
"VNF SOLUTIONS, LLC",3,0,0,2020,2020,1,renewable_energy
WALMART INC.,1,1830000,1830000,2020,2020,1,renewable_energy
"WASHINGTON ALLIANCE GROUP, INC.",4,0,0,2013,2014,2,renewable_energy
WASHINGTON2 ADVOCATES,1,0,0,2011,2011,1,renewable_energy
"WASTE MANAGEMENT, INC.",5,162000,810000,2013,2016,3,renewable_energy
"WATER STRATEGIES, LLC",9,0,0,2014,2021,2,renewable_energy
WEST FRONT STRATEGIES LLC,34,0,0,2015,2021,7,renewable_energy
"WEST HARLEM ENVIRONMENTAL ACTION, INC.",5,0,0,2021,2021,1,renewable_energy
WESTERN ORGANIZATION OF RESOURCE COUNCILS,4,0,0,2011,2017,3,renewable_energy
WETSTONE STRATEGIES LLC,3,0,0,2015,2015,1,renewable_energy
WEYERHAEUSER COMPANY,1,410000,410000,2010,2010,1,renewable_energy
"WHIT ALLEN & ASSOCIATES, INC.",4,0,0,2011,2011,1,renewable_energy
"WHITMER & WORRALL, LLC",14,0,0,2016,2019,4,renewable_energy
WILEY REIN LLP,1,0,0,2010,2010,1,renewable_energy
"WILLIAMS AND JENSEN, PLLC",45,0,0,2010,2021,9,renewable_energy
WILMER CUTLER PICKERING HALE AND DORR LLP,3,0,0,2014,2014,1,renewable_energy
WINNING STRATEGIES WASHINGTON,1,0,0,2021,2021,1,renewable_energy
"WISE CAPITAL STRATEGY, LLC",7,0,0,2019,2020,2,renewable_energy
WOODBERRY ASSOCIATES,2,0,0,2011,2012,2,renewable_energy
WORLD SHIPPING COUNCIL,3,32000,96000,2012,2013,2,renewable_energy
"WORLD WILDLIFE FUND, INC.",2,90000,180000,2013,2017,2,renewable_energy
"XCEL ENERGY, INC",42,469285.71428571426,19710000,2010,2021,10,renewable_energy
"YUM! BRANDS, INC.",2,255000,510000,2020,2021,2,renewable_energy
60 PLUS ASSOCIATION,8,0,0,2019,2020,2,nuclear_energy
"AJW, INC.",7,0,0,2018,2020,3,nuclear_energy
AKERMAN LLP,44,0,0,2010,2021,12,nuclear_energy
ALCALDE & FAY,11,0,0,2015,2017,3,nuclear_energy
ALIGNMENT GOVERNMENT STRATEGIES,7,0,0,2014,2015,2,nuclear_energy
"ALPHA STRATEGIES, LLC",4,0,0,2019,2019,1,nuclear_energy
"ALPINE GROUP PARTNERS, LLC.",38,0,0,2011,2021,9,nuclear_energy
ALSTOM TRANSPORTATION INC.,1,410000,410000,2010,2010,1,nuclear_energy
ALTERNATIVE FUELS & CHEMICALS COALITION,2,0,0,2020,2020,1,nuclear_energy
AMEREN SERVICES,10,389730.358,3897303.58,2011,2021,7,nuclear_energy
AMERICAN ASSOCIATION OF EXPORTERS AND IMPORTERS,22,444.27272727272725,9774,2015,2020,6,nuclear_energy
AMERICAN CHEMICAL SOCIETY (ACS),1,40000,40000,2010,2010,1,nuclear_energy
AMERICAN CHEMISTRY COUNCIL,1,3930000,3930000,2021,2021,1,nuclear_energy
"AMERICAN DEFENSE INTERNATIONAL, INC.",4,0,0,2016,2017,2,nuclear_energy
"AMERICAN ELECTRIC POWER COMPANY, INC. AND AFFILIATED CORPORATIONS",2,1739081.5,3478163,2011,2017,2,nuclear_energy
AMERICAN NUCLEAR SOCIETY,2,5000,10000,2020,2021,2,nuclear_energy
AMERICAN PHYSICAL SOCIETY,18,126222.22222222222,2272000,2010,2015,6,nuclear_energy
AMERICAN PUBLIC POWER ASSOCIATION,15,194852.66666666666,2922790,2011,2020,4,nuclear_energy
"AQUIA GROUP, LLC",3,0,0,2018,2018,1,nuclear_energy
ARENTFOX SCHIFF LLP,7,0,0,2019,2020,2,nuclear_energy
"AUSTIN ENERGY/CITY OF AUSTIN, TEXAS",9,37133.333333333336,334200,2011,2013,3,nuclear_energy
"AUX INITIATIVES, LLC",2,0,0,2010,2011,2,nuclear_energy
"BAILEY STRATEGIC ADVISORS, LLC",1,0,0,2019,2019,1,nuclear_energy
BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ /THE DASCHLE GROUP,9,0,0,2019,2021,3,nuclear_energy
"BALCH & BINGHAM, LLP",10,0,0,2010,2016,4,nuclear_energy
BALLARD PARTNERS,2,0,0,2019,2019,1,nuclear_energy
BATTELLE MEMORIAL INSTITUTE,45,227284.44444444444,10227800,2010,2021,12,nuclear_energy
BAYR AND ASSOCIATES LLC,12,0,0,2016,2018,3,nuclear_energy
"BECHTEL GROUP, INC.",37,65135.13513513513,2410000,2010,2021,11,nuclear_energy
"BECHTEL NATIONAL, INC",36,55000,1980000,2010,2021,11,nuclear_energy
BERKSHIRE HATHAWAY ENERGY (FORMERLY MIDAMERICAN ENERGY HOLDINGS COMPANY),16,318125,5090000,2012,2020,6,nuclear_energy
BEVERLY MARSHALL,2,0,0,2013,2014,2,nuclear_energy
BGR GOVERNMENT AFFAIRS,44,0,0,2011,2021,11,nuclear_energy
BIPARTISAN POLICY CENTER ACTION,29,398103.4482758621,11545000,2012,2021,7,nuclear_energy
BLACK & VEATCH,1,90000,90000,2018,2018,1,nuclear_energy
BLACK HILLS CORPORATION,6,28333.333333333332,170000,2019,2021,3,nuclear_energy
BLANK ROME GOVERNMENT RELATIONS,5,0,0,2010,2011,2,nuclear_energy
BLUE GREEN ALLIANCE,3,10000,30000,2020,2020,1,nuclear_energy
BLUEWATER STRATEGIES,56,0,0,2010,2020,9,nuclear_energy
BOSE PUBLIC AFFAIRS GROUP,23,0,0,2014,2019,6,nuclear_energy
BOUNDARY STONE PARTNERS,11,0,0,2019,2021,3,nuclear_energy
BREAUX LOTT LEADERSHIP GROUP,7,0,0,2011,2013,3,nuclear_energy
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",11,0,0,2010,2021,6,nuclear_energy
"BUILDING AND CONSTRUCTION TRADES DEPT., AFL-CIO",5,240000,1200000,2010,2021,4,nuclear_energy
BUTTERFIELD EVANS & ASSOCIATES LLC,1,0,0,2013,2013,1,nuclear_energy
"BWX TECHNOLOGIES, INC.",26,171153.84615384616,4450000,2010,2021,8,nuclear_energy
CALPINE CORPORATION,26,843269.2307692308,21925000,2016,2020,5,nuclear_energy
CAMECO CORPORATION,13,126923.07692307692,1650000,2018,2021,4,nuclear_energy
CAPITOL COUNSEL LLC,18,0,0,2014,2017,4,nuclear_energy
CAPITOL HILL CONSULTING GROUP,4,0,0,2010,2011,2,nuclear_energy
CAPITOL SOLUTIONS,6,0,0,2011,2012,2,nuclear_energy
CARBONLEAF LLC,5,0,0,2013,2021,3,nuclear_energy
"CASSIDY & ASSOCIATES, INC.",29,0,0,2012,2020,6,nuclear_energy
CCMSC CORPORATION,10,0,0,2010,2013,4,nuclear_energy
CENTERPOINT ENERGY,3,53333.333333333336,160000,2013,2014,2,nuclear_energy
"CENTERPOINT ENERGY, INC.",5,514600,2573000,2013,2014,2,nuclear_energy
CENTRUS ENERGY CORP.,24,145833.33333333334,3500000,2010,2021,8,nuclear_energy
"CHAD BRADLEY& ASSOCIATES, L.L.C.",3,0,0,2011,2012,2,nuclear_energy
CHAMBER OF COMMERCE OF THE U.S.A.,14,23243571.42857143,325410000,2009,2020,6,nuclear_energy
CHARTWELL STRATEGY GROUP LLC,5,0,0,2020,2020,1,nuclear_energy
CHICAGO BRIDGE & IRON COMPANY N.V.,27,372037.037037037,10045000,2010,2017,8,nuclear_energy
"CHRIS PARANDIAN CONSULTING, LLC",6,0,0,2017,2018,2,nuclear_energy
"CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS, INC.",5,270000,1350000,2019,2021,3,nuclear_energy
"CLARK HILL, PLC",21,0,0,2017,2021,5,nuclear_energy
CLEAN AIR TASK FORCE,6,3336.3333333333335,20018,2015,2016,2,nuclear_energy
"CLEARPATH ACTION FOR CONSERVATIVE CLEAN ENERGY, INC.",2,65000,130000,2017,2017,1,nuclear_energy
CMS ENERGY CORP,14,285071.4285714286,3991000,2013,2021,5,nuclear_energy
COGENT STRATEGIES LLC,1,0,0,2021,2021,1,nuclear_energy
"COMPASS CONSULTING GROUP, LLC",8,0,0,2017,2018,2,nuclear_energy
CONCORDIA POWER,3,0,0,2013,2014,2,nuclear_energy
CONGRESSIONAL STRATEGIES LLC,4,0,0,2011,2014,3,nuclear_energy
CONSTELLATION ENERGY GROUP,6,900000,5400000,2010,2012,3,nuclear_energy
CRAY INC.,2,60000,120000,2018,2018,1,nuclear_energy
DAY & ZIMMERMANN,11,40000,440000,2019,2021,3,nuclear_energy
DEBORAH HOHLT,10,0,0,2013,2021,4,nuclear_energy
"DECKER GARMAN SULLIVAN AND ASSOCIATES, LLC",3,0,0,2015,2015,1,nuclear_energy
DENTONS US LLP,27,0,0,2015,2021,7,nuclear_energy
"DOMINION ENERGY, INC.",27,536296.2962962963,14480000,2010,2020,9,nuclear_energy
"DS2 GROUP, LLC",88,0,0,2011,2021,11,nuclear_energy
DTE ENERGY,12,270000,3240000,2011,2020,6,nuclear_energy
DUKE ENERGY CORPORATION,39,1619043.0256410257,63142678,2011,2020,9,nuclear_energy
DUNHAM LAW & POLICY PLLC,6,0,0,2019,2020,2,nuclear_energy
EDF INC.,11,454.54545454545456,5000,2014,2017,4,nuclear_energy
EDISON ELECTRIC INSTITUTE,16,2345708.4375,37531335,2012,2021,7,nuclear_energy
EDISON INTERNATIONAL,4,605250,2421000,2011,2012,2,nuclear_energy
ELECTRIC POWER SUPPLY ASSOCIATION,4,138750,555000,2011,2011,1,nuclear_energy
"ENEL NORTH AMERICA, INC. AND ITS AFFILIATES",14,30357.14285714286,425000,2018,2021,4,nuclear_energy
"ENERGYSOLUTIONS, INC.",2,65000,130000,2010,2011,2,nuclear_energy
"ENTERGY SERVICES, LLC",34,575294.1176470588,19560000,2010,2021,10,nuclear_energy
"ENVIRONMENT AMERICA, INC.",1,20000,20000,2020,2020,1,nuclear_energy
"EOP GROUP, INC.",14,0,0,2010,2014,5,nuclear_energy
"EXELON BUSINESS SERVICES, LLC",42,1249299.488095238,52470578.5,2010,2021,12,nuclear_energy
FABIANI & COMPANY,4,0,0,2011,2011,1,nuclear_energy
FDD ACTION,1,20000,20000,2020,2020,1,nuclear_energy
"FERGUSON STRATEGIES, LLC",5,0,0,2011,2015,2,nuclear_energy
FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),5,0,0,2010,2011,2,nuclear_energy
"FIERCE, ISAKOWITZ & BLALOCK",1,0,0,2013,2013,1,nuclear_energy
FIRSTENERGY CORP,28,549953.5714285715,15398700,2013,2018,5,nuclear_energy
FLUOR CORPORATION,15,779500.6,11692509,2011,2020,7,nuclear_energy
FOOD & WATER WATCH,2,0,0,2020,2020,1,nuclear_energy
FORBES-TATE,67,0,0,2012,2021,10,nuclear_energy
"FOX POTOMAC RESOURCES, LLC",18,0,0,2010,2013,4,nuclear_energy
"FRAMATOME, INC. (FORMELY KNOWN AS AREVA, INC.)",40,103025,4121000,2010,2021,11,nuclear_energy
FRIENDS OF THE EARTH,1,0,0,2020,2020,1,nuclear_energy
FTI GOVERNMENT AFFAIRS,7,0,0,2017,2021,3,nuclear_energy
FULL ON COMMUNICATIONS,1,0,0,2018,2018,1,nuclear_energy
GENERAL ATOMICS,3,603333.3333333334,1810000,2011,2011,1,nuclear_energy
GENERAL DYNAMICS CORP,18,2726762.611111111,49081727,2010,2014,5,nuclear_energy
GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES),4,6247500,24990000,2010,2011,2,nuclear_energy
GEORGE H. DENISON,20,0,0,2017,2021,5,nuclear_energy
GEORGIA INSTITUTE OF TECHNOLOGY,6,51666.666666666664,310000,2015,2021,4,nuclear_energy
GLOBAL LASER ENRICHMENT LLC,2,5000,10000,2021,2021,1,nuclear_energy
GOOGLE CLIENT SERVICES LLC,1,5930000,5930000,2017,2017,1,nuclear_energy
"GOVERNMENTAL STRATEGIES, INC.",32,0,0,2011,2020,8,nuclear_energy
GRANT CONSULTING GROUP,9,0,0,2010,2012,3,nuclear_energy
"GREENBERG TRAURIG, LLP",5,0,0,2015,2017,3,nuclear_energy
"H STREET CAPITOL STRATEGIES, LLC",1,0,0,2015,2015,1,nuclear_energy
"HAMMER ASSOCIATES, LLC",16,0,0,2015,2020,4,nuclear_energy
HARTWELL CAPITOL CONSULTING,1,0,0,2011,2011,1,nuclear_energy
HDMK,1,0,0,2012,2012,1,nuclear_energy
HERITAGE ACTION FOR AMERICA,2,65000,130000,2010,2014,2,nuclear_energy
HILARY SILLS,8,0,0,2010,2013,4,nuclear_energy
"HITACHI, LTD",4,20000,80000,2020,2020,1,nuclear_energy
"HOBART HALLAWAY & QUAYLE VENTURES, LLC",53,0,0,2015,2021,7,nuclear_energy
HOGAN LOVELLS US LLP,14,0,0,2012,2017,4,nuclear_energy
HOLLAND & KNIGHT LLP,14,0,0,2019,2020,2,nuclear_energy
HOLTEC INTERNATIONAL,1,0,0,2021,2021,1,nuclear_energy
HONEYWELL INTERNATIONAL,47,1453829.7872340425,68330000,2010,2021,12,nuclear_energy
HUNTINGTON INGALLS INDUSTRIES INCORPORATED,59,1235314.5423728814,72883558,2011,2021,11,nuclear_energy
"INT'L. ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL & REINFORCING IRON WORKERS",2,105000,210000,2020,2020,1,nuclear_energy
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,12,140996,1691952,2012,2021,6,nuclear_energy
INTERNATIONAL UNION OF OPERATING ENGINEERS,2,100000,200000,2010,2020,2,nuclear_energy
INVARIANT LLC,8,0,0,2017,2018,2,nuclear_energy
J.A. GREEN AND COMPANY (FORMERLY LLC),3,0,0,2020,2020,1,nuclear_energy
"JIM MASSIE & PARTNERS, LLC",22,0,0,2017,2020,4,nuclear_energy
JORDAN WICKER,10,0,0,2013,2021,4,nuclear_energy
"K&L GATES, LLP",9,0,0,2010,2014,4,nuclear_energy
"KADESH & ASSOCIATES, LLC",11,0,0,2012,2014,3,nuclear_energy
KASOWITZ BENSON TORRES LLP,1,0,0,2021,2021,1,nuclear_energy
"KOUNTOUPES DENHAM CARR & REID, LLC",70,0,0,2010,2021,12,nuclear_energy
"KSCW, INC.",8,0,0,2010,2012,3,nuclear_energy
KV COOK CONSULTING LLC,2,0,0,2010,2011,2,nuclear_energy
"LEE & SMITH, PC",2,0,0,2010,2011,2,nuclear_energy
"LEIDOS, INC.",26,346153.8461538461,9000000,2017,2021,5,nuclear_energy
"LEWIS-BURKE ASSOCIATES, LLC",11,0,0,2020,2021,2,nuclear_energy
LINDA ANN LINGLE,2,0,0,2010,2011,2,nuclear_energy
"LJ CONSULTING, LLC",40,0,0,2011,2021,11,nuclear_energy
LOT SIXTEEN LLC,10,0,0,2019,2020,2,nuclear_energy
"LTD GROUP, LLC",20,0,0,2013,2014,2,nuclear_energy
"MANDELL & ASSOCIATES, INC.",3,0,0,2016,2016,1,nuclear_energy
MARATHON OIL CORPORATION,2,1385000,2770000,2010,2010,1,nuclear_energy
"MARCUS G. FAUST, PC",8,0,0,2013,2014,2,nuclear_energy
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,16,37830.375,605286,2015,2019,5,nuclear_energy
MAYER BROWN LLP,8,0,0,2013,2014,2,nuclear_energy
MCCARTHY ADVANCED CONSULTING LLC,2,0,0,2021,2021,1,nuclear_energy
MCGLOTTEN & JARVIS,5,0,0,2013,2015,3,nuclear_energy
"MCKENNA, LONG & ALDRIDGE",19,0,0,2010,2015,6,nuclear_energy
"MEGGITT-USA, INC.",3,200000,600000,2016,2016,1,nuclear_energy
MEGUIRE WHITNEY,43,0,0,2017,2021,5,nuclear_energy
"MEHLMAN CASTAGNETTI ROSEN & THOMAS, INC.",9,0,0,2011,2016,3,nuclear_energy
MICHAEL L. TINER,1,0,0,2013,2013,1,nuclear_energy
MILLER & CHEVALIER CHARTERED,12,0,0,2010,2013,4,nuclear_energy
"MILLER STRATEGIES, LLC",48,0,0,2017,2021,5,nuclear_energy
"MISSY EDWARDS STRATEGIES, LLC",22,0,0,2015,2021,6,nuclear_energy
"MKW GROUP, LLC",24,0,0,2016,2021,6,nuclear_energy
"ML STRATEGIES, LLC",19,0,0,2012,2014,3,nuclear_energy
MOONWALKER ASSOCIATES,14,0,0,2019,2021,3,nuclear_energy
"MORGAN MEGUIRE, LLC",16,0,0,2014,2016,3,nuclear_energy
"MORGAN, LEWIS & BOCKIUS, LLP",8,0,0,2016,2017,2,nuclear_energy
MR. ROBERT TALLEY,2,0,0,2013,2016,2,nuclear_energy
MR. STEVEN BECKHAM,3,0,0,2021,2021,1,nuclear_energy
MS. REBECCA HALKIAS,4,0,0,2017,2018,2,nuclear_energy
NATIONAL ASSOCIATION OF MANUFACTURERS,16,2760500,44168000,2010,2021,5,nuclear_energy
NATIONAL FIRE PROTECTION ASSOCIATION,8,0,0,2011,2012,2,nuclear_energy
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),22,678318.1818181818,14923000,2011,2020,6,nuclear_energy
NATIONAL SMALL BUSINESS ASSOCIATION,6,24166.666666666668,145000,2019,2020,2,nuclear_energy
NATIONAL SOCIETY OF PROFESSIONAL ENGINEERS,2,40625.36,81250.72,2011,2011,1,nuclear_energy
NATIONAL TAXPAYERS UNION,1,41454.74,41454.74,2010,2010,1,nuclear_energy
NATURAL RESOURCE RESULTS LLC,3,0,0,2011,2014,2,nuclear_energy
NATURAL RESOURCES DEFENSE COUNCIL,5,224620,1123100,2017,2021,3,nuclear_energy
NELSON MULLINS RILEY & SCARBOROUGH,13,0,0,2010,2013,4,nuclear_energy
"NEXTERA ENERGY, INC.",45,896333.3333333334,40335000,2010,2021,12,nuclear_energy
NICHERAPPORT LLC,2,0,0,2021,2021,1,nuclear_energy
NORTH AMERICAN ELECTRIC RELIABILITY CORPORATION,1,30000,30000,2010,2010,1,nuclear_energy
NORTH CAROLINA STATE UNIVERSITY,46,41739.13043478261,1920000,2010,2021,12,nuclear_energy
"NUCLEAR ENERGY INSTITUTE, INC.",63,493968.25396825396,31120000,2010,2021,12,nuclear_energy
"NUCOR CORPORATION (FORMERLY NUCOR PUBLIC AFFAIRS, INC.)",4,565000,2260000,2010,2011,2,nuclear_energy
